날짜,년,월,일,시간,경보발령단계,경보발령제목,경보발령내용
2010-12-06,2010,12,6,1900,발령해제,[테스트]제설작업 근무 해제(평상시근무로 전환),             1. 2010. 12. 06. 19:00  기상청 일기예보에 의하면  서울지방 강수확률은 20% 미만이며 기온이 2℃ 이상으로 상승하여 2010-12-06 19:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-12-06,2010,12,6,1915,보강,[테스트]기상예보에 따른 제설대책 보강근무 지시,"             1. 2010. 12. 06. 19:00  기상청 일기예보에 따라 2010-12-06 19:15부로 제설대책 보강 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2010-12-06, 차수-2)에 19:15까지 입력하시기 바랍니다.    끝."
2010-12-07,2010,12,7,1905,발령해제,(테스트)제설작업 근무 해제(평상시근무로 전환),             1. 2010. 12. 07. 19:00  기상청 일기예보에 의하면  서울지방 강수확률은 20% 미만이며 기온이 2℃ 이상으로 상승하여 2010-12-07 19:05부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-12-07,2010,12,7,2100,보강,제설대책 보강근무 지시,"         1. 금일 20:30시 현재 기상청 일기예보에 의하면 12. 7(화) 24시 이후 강수확률 30%이며 강설량 1cm 미만, 기온 0℃로 예보되어 2010. 12. 7(화) 21:00부로 제설대책 보강 근무를 지시하니 각 제설기관 및 부서에서는 초동 제설대책에 임할 수 있도록 조치하여 주시기 바라며,



        2. 강설시는 한강교량, 램프, 고가도로, 고갯길 등 취약지역 및 대중교통 소통노선부터 우선 제설이 이루어 질 수 있도록 제설 대책에 만전을 기하여 주시기 바랍니다. 

  

         ※ 제설현장관리시스템에 23:00까지 근무현황 입력바람.  끝.

"
2010-11-26,2010,11,26,2300,보강,기상예보에 따른 제설대책 보강근무 지시,"           1. 2010.11.26(금) 17:00발표에 의하면 서울의 날씨가 10.11.27(토) 03:00

부터 강수확률(30%), 06:00부터(70%), 강수량 5~9mm, 기온 -1~6℃로 예보되어 있어

2010.11.26 23:00부로 제설 보강 근무를 지시하니  각 제설기관 및 부서에서는 강설시   즉시 제설작업에 임할 수 있도록 상황을 유지하시기 바라며,



       2. 강설시는 한강교량, 램프, 고가도로, 고갯길 등 취약지역에 대한 순찰을 실시 하여 차량 통행에 지장이 없도록 제설 대책에 만전을 기하여 주시기 바랍니다.  끝."
2010-11-27,2010,11,27,1200,발령해제,제설작업 근무 해제(평상시근무로 전환),"             1.  2010.11.28(일) 14:00 기상청 발표에 의하면 금일 18:00시부터 강수확률 60%이며 예상적설량 1cm 미만, 기온 1℃ 로 예보되어 2010.11.28(일) 18:00부로 제설대책 보강 근무를 지시하니 각 제설기관 및 부서에서는 초동 제설대책에 임할 수 있도록 조치하여 주시기 바라며,



            2. 강설시는 한강교량, 램프, 고가도로, 고갯길 등 취약지역 및 대중교통 소통노선부터 우선 제설이 이루어 질 수 있도록 제설 대책에 만전을 기하여 주시기 바랍니다. 

  

              ※ 제설현장관리시스템에 18:10까지 근무현황 입력바람.  끝"
2010-11-28,2010,11,28,1500,보강,기상예보에 따른 제설대책 보강근무 지시,             1. 2010. 11. 28. 15:00  기상청 일기예보에 의하면  서울지방 강수확률은 20% 미만이며 기온이 2℃ 이상으로 상승하여 2010-11-28 15:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-11-28,2010,11,28,1950,보강,기상예보에 따른 제설대책 보강근무 지시,"             1.  1. 2010.11.28(일) 14:00 기상청 발표에 의하면 금일 18:00시부터 강수확률 60%이며 예상적설량 1cm 미만, 기온 1℃ 로 예보되어 2010.11.28(일) 18:00부로 제설대책 보강 근무를 지시하니 각 제설기관 및 부서에서는 초동 제설대책에 임할 수 있도록 조치하여 주시기 바라며,



             2. 강설시는 한강교량, 램프, 고가도로, 고갯길 등 취약지역 및 대중교통 소통노선부터 우선 제설이 이루어 질 수 있도록 제설 대책에 만전을 기하여 주시기 바랍니다. 

  

         ※ 제설현장관리시스템에 18:10까지 근무현황 입력바람.  끝. "
2010-11-29,2010,11,29,500,발령해제,제설작업 근무 해제(평상시근무로 전환),             1. 2010. 11. 29. 05:00  기상청 일기예보에 의하면  서울지방 강수확률은 0% 미만으로 2010-11-29 05:00부로 보강 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-11-29,2010,11,29,1140,보강,[테스트]기상예보에 따른 제설대책 보강근무 지시,"             1. 2010. 11. 29. 11:00  기상청 일기예보에 따라 2010-11-29 11:40부로 제설대책 보강 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2010-11-29, 차수-2)에 11:40까지 입력하시기 바랍니다.    끝."
2010-11-12,2010,11,12,500,발령해제,제설작업 근무 해제(평상시근무로 전환),             1. 2010. 11. 12. 05:00  기상청 일기예보에 의하면  서울지방 강수확률은 10% 미만으로  2010-11-12 05:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-12-08,2010,12,8,900,1단계,기상예보에 따른 제설대책 1단계근무 지시,"          1. 금일 08:00 현재 기상청 예보에 의하면 강수확률 60%이상, 예상적설량 1~4cm이며 오후부터 강수 강도가 강해져 대설 특보가 발령될 것으로 예보되어 12. 8(수) 09:00부로 제설대책 1단계로 상향 발령하니 각 제설기관에서는 단계기준에 의거 제설작업 추진에 만전을 기하여 주시기 바라며,



          2. 아울러 앞으로 많은 눈이 오는 것으로 예보되고 있으니 밀어내기에 대비하여 제설삽날을 준비하도록 조치바라며, 주요노선, 고갯길, 교량 램프 등 빙판이 우려되는 지역에 순찰을 실시히여 통행에 지장이 없도록 조치하여 주시기 바랍니다.  끝.



    ※ 제설현장관리시스템에 09:30 까지 상황보고(인력, 장비) 입력 하시기 바랍니다"
2010-12-09,2010,12,9,0,발령해제,제설대책 1단계 및 보강근무 해제,             1. 2010. 12. 08. 24:00  기상청 일기예보에 의하면  서울지방 강수확률은 20% 미만이며 기온이 0℃로 2010-12-08 24:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2010-12-26,2010,12,26,1800,발령해제,제설대책 1단계 근무 해제(평상시근무로 전환),"                     1. 2010.12.26(일) 17:00 기상예보에 의하면 금일 18시 이후 강수확률 10%이하로 예보되어 제설대책 1단계 근무를 해제하니 평시 근무체제로 전환하시기 바라며,



          2. 2010.12.27(월) 21:00부터 12.28(화) 09:00까지 예상적설량 1~4cm 눈이 올 것으로 예보되고 있음을 알려드리니 제설상황 근무에 참고하시기 바랍니다.  끝.  

"
2010-12-26,2010,12,26,900,1단계,제설대책 1단계근무 지시,"           1. 2010.12.26(일) 08:00 기상예보에 의하면 금일 12시 이후 강수확률 60%, 기온 -5℃, 예상적설량 1~3cm 미만으로 예보되어 2010.12.26(일) 09:00부로 제설대책 1단계 근무를 지시하니 각 제설기관에서는 단계근무요령에 따라 제설대책에 임하여 주시기 바라며,



          2. 강설즉시 램프, 언덕길 등 취약지점 및 대중교통 소통노선부터 우선 제설이 이루어 질수 있도록 조치하시기 바랍니다.  끝.  



  ※ 아울러 기관별 근무현황을 “제설현장관리시스템”에 입력 하여 주시기 바랍니다

"
2010-12-27,2010,12,27,1800,1단계,제설대책 1단계 근무지시로 상향 지시,"             1. 2010. 12. 27.(월) 17:00  기상예보에 의하면  서울지역 강설확률이 70%, 기온이 -2.5℃이며 예상적설량이 1~4cm로 예보되어 2010-12-27(월) 14:00부로 발령된 제설대책 보강근무를 2010.12.27(월) 18:00부로 제설대책 1단계 근무로 상향 지시하니,



             2. 각 제설기관에서는 가용중인 모든 제설차량에 제설재 상차 및 제설삽날을 장착하여 주요간선도로, 램프, 언덕길 등 취약지점에 현장출동하여 사전살포 등 조치하여 주시고, 대중교통 소통노선부터 우선 제설이 이루어 질 수 있도록 조치하시기 바랍니다.     끝.



* 아울러 기관별 근무현황을 ""제설현장관리시스템""에 입력하여 주시기 바랍니다."
2010-12-28,2010,12,28,20,2단계,제설대책 2단계근무 상향지시,"           1. 2010.12.28 00:10 현재  기상청 예보에 의하면 금일 01시부로 서울지역에 대설주의보가 발령 예정에 있고 아침까지 많은 눈이 내릴것으로 판단되어 2010.12.28 00:20부로 제설대책 2단계근무(상향조정)를 지시하니 각 제설기관에서는 모든 차량에 삽날을 장착하고 제설재를 상차하여 제설작업에 임하여 주시기 바랍니다.

 

          2. 제설근무자 현황을 제설현장정보시스템에 입력하시기 바랍니다.  끝.

"
2010-12-16,2010,12,16,1800,1단계,제설대책 1단계근무 지시,"          1. 2010.12.16(목) 17:00현재 기온이 -5.5℃ 21:00부로 강수확률 60%  적설량 1~4㎝로 예보되었으며 기온이 -12.8℃로 강하되어 아침 출근시 강설 및 도로 

결빙 등으로 인한 교통혼잡 등 많은 어려움이 예상되어, 2010.12.16(목) 18:00부로 제설대책 1단계근무를 지시하니 각 제설기관 및 부서에서는 강설 즉시 제설작업에 임할 수 있도록 인력, 장비, 자재를 사전준비 하시기 바라며,



          2. 한강교량 램프, 고가도로, 고갯길 등 취약지역에 대한 순찰을 실시하고 강설시 즉시 소금, 염화칼슘 및 모래 등을 충분히 살포하여 차량통행에 지장이 없도록 제설 작업에 만전을 기하여 주시기 바랍니다.



          3. 아울러 기관별 근무현황을 “제설현장관리시스템”에 입력 하여 주시기 바랍니다.  끝.

"
2010-12-28,2010,12,28,1700,보강,제설대책 2단계 근무 해제 및 보강근무 체제로 전환,"             1. 금일 17:00에 발표된 기상청 일기예보에 의하면 서울지역 강수확률이 0%이며 기온이 -1℃이나 요즘 이상기후로 인한 갑작스런 날씨변화에 대비 2010-12-28 17:00부로 제설대책 2단계 근무를 해제하고 보강 근무체제로 전환토록 지시하니 제설대책 근무에 만전을 기하여 주시기 바라며, 



             2. 주간선도로 측구 및 횡단보도, 이면도로, 보도 등에 잔설처리 마무리 작업을 조속히 완료하여 시민불편이 없도록 조치하고 내일 아침 기온 저하에 따른 노면 결빙에 대비 최소한의 인력 및 장비를 대기하여 필요시 취약지점 및 도로결빙 지역 순찰을 강화하여 제설작업에 만전을 기하여 주시기 바랍니다.      끝."
2010-12-29,2010,12,29,1800,2단계,기상예보에 따른 제설대책 2단계근무 지시,"             1. 2010. 12. 29. 17:00  현재 기상예보에 의하면 금일 21:00시 이후 강수확률 60% 기온 -5℃, 예상적설량이 5~9cm로 예보되어 2010-12-29 18:00부로 제설대책 2단계 근무를 지시하니 각 제설 기관에서는 단계 근무요령에 따라 제설대책에 철저를 기하여 주시기 바라며, 



             2. 각 제설기관에서는 강설즉시 램프, 언덕길등 취약지점 및 대중교통 소통노선부터 우선 제설이 이루어 질수 있도록 모든 차량에 삽날을 장착하고 제설재를 상차하여 제설현장으로 출동하여 주시기 바랍니다



             아울러, 기관별 근무현황을 ""제설현장관리시스템"" 에 입력하여 주시기 바랍니다.    끝."
